"Country or Area","Year(s)","Variant","Value"
"Slovakia","2100","High variant","7218.703"
"Slovakia","2100","Low variant","2598.429"
"Slovakia","2100","Medium variant","4516.194"
"Slovakia","2095","Constant-fertility scenario","2596.53"
"Slovakia","2095","High variant","7007.817"
"Slovakia","2095","Low variant","2737.124"
"Slovakia","2095","Medium variant","4538.616"
"Slovakia","2090","Constant-fertility scenario","2785.807"
"Slovakia","2090","High variant","6791.745"
"Slovakia","2090","Low variant","2888.125"
"Slovakia","2090","Medium variant","4561.149"
"Slovakia","2085","Constant-fertility scenario","2988.359"
"Slovakia","2085","High variant","6581.128"
"Slovakia","2085","Low variant","3055.908"
"Slovakia","2085","Medium variant","4592.074"
"Slovakia","2080","Constant-fertility scenario","3208.403"
"Slovakia","2080","High variant","6399.543"
"Slovakia","2080","Low variant","3244.222"
"Slovakia","2080","Medium variant","4642.688"
"Slovakia","2075","Constant-fertility scenario","3446.951"
"Slovakia","2075","High variant","6269.4"
"Slovakia","2075","Low variant","3454.452"
"Slovakia","2075","Medium variant","4721.74"
"Slovakia","2070","Constant-fertility scenario","3699.095"
"Slovakia","2070","High variant","6192.946"
"Slovakia","2070","Low variant","3682.148"
"Slovakia","2070","Medium variant","4827.308"
"Slovakia","2065","Constant-fertility scenario","3955.577"
"Slovakia","2065","High variant","6147.817"
"Slovakia","2065","Low variant","3917.794"
"Slovakia","2065","Medium variant","4945.952"
"Slovakia","2060","Constant-fertility scenario","4205.517"
"Slovakia","2060","High variant","6100.98"
"Slovakia","2060","Low variant","4149.882"
"Slovakia","2060","Medium variant","5059.29"
"Slovakia","2055","Constant-fertility scenario","4440.94"
"Slovakia","2055","High variant","6034.518"
"Slovakia","2055","Low variant","4370.875"
"Slovakia","2055","Medium variant","5156.883"
"Slovakia","2050","Constant-fertility scenario","4657.982"
"Slovakia","2050","High variant","5957.828"
"Slovakia","2050","Low variant","4577.88"
"Slovakia","2050","Medium variant","5241.141"
"Slovakia","2045","Constant-fertility scenario","4855.592"
"Slovakia","2045","High variant","5897.602"
"Slovakia","2045","Low variant","4769.679"
"Slovakia","2045","Medium variant","5321.755"
"Slovakia","2040","Constant-fertility scenario","5033.998"
"Slovakia","2040","High variant","5872.943"
"Slovakia","2040","Low variant","4946.112"
"Slovakia","2040","Medium variant","5406.004"
"Slovakia","2035","Constant-fertility scenario","5190.642"
"Slovakia","2035","High variant","5871.648"
"Slovakia","2035","Low variant","5104.773"
"Slovakia","2035","Medium variant","5487.653"
"Slovakia","2030","Constant-fertility scenario","5320.75"
"Slovakia","2030","High variant","5855.737"
"Slovakia","2030","Low variant","5238.276"
"Slovakia","2030","Medium variant","5546.977"
"Slovakia","2025","Constant-fertility scenario","5416.024"
"Slovakia","2025","High variant","5790.537"
"Slovakia","2025","Low variant","5338.138"
"Slovakia","2025","Medium variant","5564.336"
"Slovakia","2020","Constant-fertility scenario","5468.664"
"Slovakia","2020","High variant","5679.285"
"Slovakia","2020","Low variant","5411.675"
"Slovakia","2020","Medium variant","5545.479"
"Slovakia","2015","Constant-fertility scenario","5480.449"
"Slovakia","2015","High variant","5558.857"
"Slovakia","2015","Low variant","5452.503"
"Slovakia","2015","Medium variant","5505.679"
"Slovakia","2010","Constant-fertility scenario","5462.119"
"Slovakia","2010","High variant","5462.119"
"Slovakia","2010","Low variant","5462.119"
"Slovakia","2010","Medium variant","5462.119"
"Slovakia","2005","Medium variant","5415.496"
"Slovakia","2000","Medium variant","5404.845"
"Slovakia","1995","Medium variant","5368.894"
"Slovakia","1990","Medium variant","5270.072"
"Slovakia","1985","Medium variant","5141.88"
"Slovakia","1980","Medium variant","4961.607"
"Slovakia","1975","Medium variant","4718.093"
"Slovakia","1970","Medium variant","4509.366"
"Slovakia","1965","Medium variant","4344.322"
"Slovakia","1960","Medium variant","4093.623"
"Slovakia","1955","Medium variant","3765.317"
"Slovakia","1950","Medium variant","3436.574"
"Slovenia","2100","Constant-fertility scenario","1201.157"
"Slovenia","2100","High variant","2837.005"
"Slovenia","2100","Low variant","1139.068"
"Slovenia","2100","Medium variant","1846.372"
"Slovenia","2095","Constant-fertility scenario","1263.874"
"Slovenia","2095","High variant","2748.02"
"Slovenia","2095","Low variant","1194.228"
"Slovenia","2095","Medium variant","1851.608"
"Slovenia","2090","Constant-fertility scenario","1325.151"
"Slovenia","2090","High variant","2661.247"
"Slovenia","2090","Low variant","1250.237"
"Slovenia","2090","Medium variant","1856.083"
"Slovenia","2085","Constant-fertility scenario","1386.414"
"Slovenia","2085","High variant","2576.744"
"Slovenia","2085","Low variant","1308.008"
"Slovenia","2085","Medium variant","1861.095"
"Slovenia","2080","Constant-fertility scenario","1449.021"
"Slovenia","2080","High variant","2497.519"
"Slovenia","2080","Low variant","1368.361"
"Slovenia","2080","Medium variant","1868.481"
"Slovenia","2075","Constant-fertility scenario","1513.763"
"Slovenia","2075","High variant","2429.123"
"Slovenia","2075","Low variant","1431.767"
"Slovenia","2075","Medium variant","1880.469"
"Slovenia","2070","Constant-fertility scenario","1580.048"
"Slovenia","2070","High variant","2375.43"
"Slovenia","2070","Low variant","1497.699"
"Slovenia","2070","Medium variant","1898.102"
"Slovenia","2065","Constant-fertility scenario","1647.045"
"Slovenia","2065","High variant","2335.517"
"Slovenia","2065","Low variant","1565.532"
"Slovenia","2065","Medium variant","1920.899"
"Slovenia","2060","Constant-fertility scenario","1713.413"
"Slovenia","2060","High variant","2303.367"
"Slovenia","2060","Low variant","1634.19"
"Slovenia","2060","Medium variant","1946.388"
"Slovenia","2055","Constant-fertility scenario","1777.438"
"Slovenia","2055","High variant","2272.157"
"Slovenia","2055","Low variant","1702.102"
"Slovenia","2055","Medium variant","1971.365"
"Slovenia","2050","Constant-fertility scenario","1836.905"
"Slovenia","2050","High variant","2239.324"
"Slovenia","2050","Low variant","1766.937"
"Slovenia","2050","Medium variant","1993.561"
"Slovenia","2045","Constant-fertility scenario","1889.267"
"Slovenia","2045","High variant","2207.634"
"Slovenia","2045","Low variant","1825.335"
"Slovenia","2045","Medium variant","2011.961"
"Slovenia","2040","Constant-fertility scenario","1934.775"
"Slovenia","2040","High variant","2183.901"
"Slovenia","2040","Low variant","1876.872"
"Slovenia","2040","Medium variant","2028.944"
"Slovenia","2035","Constant-fertility scenario","1973.568"
"Slovenia","2035","High variant","2168.849"
"Slovenia","2035","Low variant","1921.949"
"Slovenia","2035","Medium variant","2045.153"
"Slovenia","2030","Constant-fertility scenario","2006.475"
"Slovenia","2030","High variant","2156.593"
"Slovenia","2030","Low variant","1961.986"
"Slovenia","2030","Medium variant","2059.279"
"Slovenia","2025","Constant-fertility scenario","2032.183"
"Slovenia","2025","High variant","2138.392"
"Slovenia","2025","Low variant","1996.366"
"Slovenia","2025","Medium variant","2067.382"
"Slovenia","2020","Constant-fertility scenario","2046.834"
"Slovenia","2020","High variant","2108.414"
"Slovenia","2020","Low variant","2023.593"
"Slovenia","2020","Medium variant","2066.004"
"Slovenia","2015","Constant-fertility scenario","2046.297"
"Slovenia","2015","High variant","2070.174"
"Slovenia","2015","Low variant","2035.968"
"Slovenia","2015","Medium variant","2053.07"
"Slovenia","2010","Constant-fertility scenario","2029.68"
"Slovenia","2010","High variant","2029.68"
"Slovenia","2010","Low variant","2029.68"
"Slovenia","2010","Medium variant","2029.68"
"Slovenia","2005","Medium variant","2002.084"
"Slovenia","2000","Medium variant","1985.406"
"Slovenia","1995","Medium variant","1966.205"
"Slovenia","1990","Medium variant","1926.701"
"Slovenia","1985","Medium variant","1883.179"
"Slovenia","1980","Medium variant","1831.881"
"Slovenia","1975","Medium variant","1742.004"
"Slovenia","1970","Medium variant","1669.731"
"Slovenia","1965","Medium variant","1630.299"
"Slovenia","1960","Medium variant","1580.01"
"Slovenia","1955","Medium variant","1532.598"
"Slovenia","1950","Medium variant","1473.094"
"Solomon Islands","2100","Constant-fertility scenario","5728.16"
"Solomon Islands","2100","High variant","2390.152"
"Solomon Islands","2100","Low variant","1071.414"
"Solomon Islands","2100","Medium variant","1629.871"
"Solomon Islands","2095","Constant-fertility scenario","5030.237"
"Solomon Islands","2095","High variant","2292.699"
"Solomon Islands","2095","Low variant","1099.999"
"Solomon Islands","2095","Medium variant","1613.222"
"Solomon Islands","2090","Constant-fertility scenario","4417.564"
"Solomon Islands","2090","High variant","2191.999"
"Solomon Islands","2090","Low variant","1123.109"
"Solomon Islands","2090","Medium variant","1590.078"
"Solomon Islands","2085","Constant-fertility scenario","3879.67"
"Solomon Islands","2085","High variant","2087.974"
"Solomon Islands","2085","Low variant","1139.363"
"Solomon Islands","2085","Medium variant","1559.838"
"Solomon Islands","2080","Constant-fertility scenario","3407.487"
"Solomon Islands","2080","High variant","1980.982"
"Solomon Islands","2080","Low variant","1147.881"
"Solomon Islands","2080","Medium variant","1522.356"
"Solomon Islands","2075","Constant-fertility scenario","2993.07"
"Solomon Islands","2075","High variant","1871.68"
"Solomon Islands","2075","Low variant","1148.197"
"Solomon Islands","2075","Medium variant","1477.827"
"Solomon Islands","2070","Constant-fertility scenario","2629.488"
"Solomon Islands","2070","High variant","1760.571"
"Solomon Islands","2070","Low variant","1139.996"
"Solomon Islands","2070","Medium variant","1426.435"
"Solomon Islands","2065","Constant-fertility scenario","2310.532"
"Solomon Islands","2065","High variant","1648.307"
"Solomon Islands","2065","Low variant","1123.248"
"Solomon Islands","2065","Medium variant","1368.594"
"Solomon Islands","2060","Constant-fertility scenario","2030.475"
"Solomon Islands","2060","High variant","1535.52"
"Solomon Islands","2060","Low variant","1098.207"
"Solomon Islands","2060","Medium variant","1304.919"
"Solomon Islands","2055","Constant-fertility scenario","1784.119"
"Solomon Islands","2055","High variant","1422.535"
"Solomon Islands","2055","Low variant","1065.2"
"Solomon Islands","2055","Medium variant","1235.977"
"Solomon Islands","2050","Constant-fertility scenario","1566.942"
"Solomon Islands","2050","High variant","1309.938"
"Solomon Islands","2050","Low variant","1024.695"
"Solomon Islands","2050","Medium variant","1162.515"
"Solomon Islands","2045","Constant-fertility scenario","1375.241"
"Solomon Islands","2045","High variant","1198.544"
"Solomon Islands","2045","Low variant","976.953"
"Solomon Islands","2045","Medium variant","1085.201"
"Solomon Islands","2040","Constant-fertility scenario","1206.094"
"Solomon Islands","2040","High variant","1089.639"
"Solomon Islands","2040","Low variant","922.356"
"Solomon Islands","2040","Medium variant","1004.916"
"Solomon Islands","2035","Constant-fertility scenario","1056.996"
"Solomon Islands","2035","High variant","984.596"
"Solomon Islands","2035","Low variant","862.039"
"Solomon Islands","2035","Medium variant","923"
"Solomon Islands","2030","Constant-fertility scenario","925.603"
"Solomon Islands","2030","High variant","884.276"
"Solomon Islands","2030","Low variant","798.135"
"Solomon Islands","2030","Medium variant","841.161"
"Solomon Islands","2025","Constant-fertility scenario","809.678"
"Solomon Islands","2025","High variant","789.036"
"Solomon Islands","2025","Low variant","733.351"
"Solomon Islands","2025","Medium variant","761.195"
"Solomon Islands","2020","Constant-fertility scenario","707.333"
"Solomon Islands","2020","High variant","698.618"
"Solomon Islands","2020","Low variant","669.462"
"Solomon Islands","2020","Medium variant","684.041"
"Solomon Islands","2015","Constant-fertility scenario","617.198"
"Solomon Islands","2015","High variant","614.935"
"Solomon Islands","2015","Low variant","604.552"
"Solomon Islands","2015","Medium variant","609.745"
"Solomon Islands","2010","Constant-fertility scenario","538.148"
"Solomon Islands","2010","High variant","538.148"
"Solomon Islands","2010","Low variant","538.148"
"Solomon Islands","2010","Medium variant","538.148"
"Solomon Islands","2005","Medium variant","469.805"
"Solomon Islands","2000","Medium variant","408.732"
"Solomon Islands","1995","Medium variant","356.404"
"Solomon Islands","1990","Medium variant","309.527"
"Solomon Islands","1985","Medium variant","268.862"
"Solomon Islands","1980","Medium variant","229.235"
"Solomon Islands","1975","Medium variant","192.719"
"Solomon Islands","1970","Medium variant","160.256"
"Solomon Islands","1965","Medium variant","137.041"
"Solomon Islands","1960","Medium variant","118.054"
"Solomon Islands","1955","Medium variant","102.142"
"Solomon Islands","1950","Medium variant","89.793"
"Somalia","2100","Constant-fertility scenario","207966.848"
"Somalia","2100","High variant","98259.149"
"Somalia","2100","Low variant","52978.111"
"Somalia","2100","Medium variant","72976.499"
"Somalia","2095","Constant-fertility scenario","171998.227"
"Somalia","2095","High variant","89837.673"
"Somalia","2095","Low variant","50939.085"
"Somalia","2095","Medium variant","68338.025"
"Somalia","2090","Constant-fertility scenario","142317.474"
"Somalia","2090","High variant","81695.526"
"Somalia","2090","Low variant","48628.298"
"Somalia","2090","Medium variant","63596.229"
"Somalia","2085","Constant-fertility scenario","117841.185"
"Somalia","2085","High variant","73864.299"
"Somalia","2085","Low variant","46080.825"
"Somalia","2085","Medium variant","58799.117"
"Somalia","2080","Constant-fertility scenario","97664.747"
"Somalia","2080","High variant","66380.608"
"Somalia","2080","Low variant","43344.071"
"Somalia","2080","Medium variant","54003.694"
"Somalia","2075","Constant-fertility scenario","81037.446"
"Somalia","2075","High variant","59294.865"
"Somalia","2075","Low variant","40465.724"
"Somalia","2075","Medium variant","49270.319"
"Somalia","2070","Constant-fertility scenario","67335.705"
"Somalia","2070","High variant","52658.041"
"Somalia","2070","Low variant","37485.4"
"Somalia","2070","Medium variant","44651.787"
"Somalia","2065","Constant-fertility scenario","56039.812"
"Somalia","2065","High variant","46510.286"
"Somalia","2065","Low variant","34451.284"
"Somalia","2065","Medium variant","40199.668"
"Somalia","2060","Constant-fertility scenario","46731.964"
"Somalia","2060","High variant","40859.83"
"Somalia","2060","Low variant","31415.91"
"Somalia","2060","Medium variant","35954.398"
"Somalia","2055","Constant-fertility scenario","39067.187"
"Somalia","2055","High variant","35690.37"
"Somalia","2055","Low variant","28439.5"
"Somalia","2055","Medium variant","31949.846"
"Somalia","2050","Constant-fertility scenario","32760.826"
"Somalia","2050","High variant","30992.185"
"Somalia","2050","Low variant","25574.978"
"Somalia","2050","Medium variant","28217.081"
"Somalia","2045","Constant-fertility scenario","27569.975"
"Somalia","2045","High variant","26775.044"
"Somalia","2045","Low variant","22855.907"
"Somalia","2045","Medium variant","24782.615"
"Somalia","2040","Constant-fertility scenario","23283.978"
"Somalia","2040","High variant","23063.422"
"Somalia","2040","Low variant","20299.591"
"Somalia","2040","Medium variant","21668.851"
"Somalia","2035","Constant-fertility scenario","19727.785"
"Somalia","2035","High variant","19826.549"
"Somalia","2035","Low variant","17910.125"
"Somalia","2035","Medium variant","18865.06"
"Somalia","2030","Constant-fertility scenario","16770.414"
"Somalia","2030","High variant","17008.348"
"Somalia","2030","Low variant","15712.151"
"Somalia","2030","Medium variant","16359.849"
"Somalia","2025","Constant-fertility scenario","14313.628"
"Somalia","2025","High variant","14560.169"
"Somalia","2025","Low variant","13744.155"
"Somalia","2025","Medium variant","14152.163"
"Somalia","2020","Constant-fertility scenario","12282.913"
"Somalia","2020","High variant","12446.531"
"Somalia","2020","Low variant","12027.913"
"Somalia","2020","Medium variant","12237.223"
"Somalia","2015","Constant-fertility scenario","10628.333"
"Somalia","2015","High variant","10681.357"
"Somalia","2015","Low variant","10532.093"
"Somalia","2015","Medium variant","10606.725"
"Somalia","2010","Constant-fertility scenario","9330.872"
"Somalia","2010","High variant","9330.872"
"Somalia","2010","Low variant","9330.872"
"Somalia","2010","Medium variant","9330.872"
"Somalia","2005","Medium variant","8359.859"
"Somalia","2000","Medium variant","7399.033"
"Somalia","1995","Medium variant","6524.697"
"Somalia","1990","Medium variant","6599.249"
"Somalia","1985","Medium variant","6363.791"
"Somalia","1980","Medium variant","6435.589"
"Somalia","1975","Medium variant","4117.971"
"Somalia","1970","Medium variant","3601.206"
"Somalia","1965","Medium variant","3170.982"
"Somalia","1960","Medium variant","2819.246"
"Somalia","1955","Medium variant","2521.75"
"Somalia","1950","Medium variant","2264.081"
"South Africa","2100","Constant-fertility scenario","103453.942"
"South Africa","2100","High variant","91905.286"
"South Africa","2100","Low variant","29928.578"
"South Africa","2100","Medium variant","54477.39"
"South Africa","2095","Constant-fertility scenario","99003.416"
"South Africa","2095","High variant","89074.108"
"South Africa","2095","Low variant","31891.003"
"South Africa","2095","Medium variant","55043.97"
"South Africa","2090","Constant-fertility scenario","94774.084"
"South Africa","2090","High variant","86375.504"
"South Africa","2090","Low variant","33912.312"
"South Africa","2090","Medium variant","55595.287"
"South Africa","2085","Constant-fertility scenario","90740.629"
"South Africa","2085","High variant","83774.461"
"South Africa","2085","Low variant","35951.092"
"South Africa","2085","Medium variant","56102.243"
"South Africa","2080","Constant-fertility scenario","86876.046"
"South Africa","2080","High variant","81216.178"
"South Africa","2080","Low variant","37964.328"
"South Africa","2080","Medium variant","56532.745"
"South Africa","2075","Constant-fertility scenario","83166.047"
"South Africa","2075","High variant","78674.916"
"South Africa","2075","Low variant","39909.316"
"South Africa","2075","Medium variant","56863.491"
"South Africa","2070","Constant-fertility scenario","79606.394"
"South Africa","2070","High variant","76164.198"
"South Africa","2070","Low variant","41741.935"
"South Africa","2070","Medium variant","57075.821"
"South Africa","2065","Constant-fertility scenario","76199.23"
"South Africa","2065","High variant","73717.111"
"South Africa","2065","Low variant","43428.825"
"South Africa","2065","Medium variant","57158.989"
"South Africa","2060","Constant-fertility scenario","72956.778"
"South Africa","2060","High variant","71348.667"
"South Africa","2060","Low variant","44970.471"
"South Africa","2060","Medium variant","57120.401"
"South Africa","2055","Constant-fertility scenario","69898.78"
"South Africa","2055","High variant","69031.842"
"South Africa","2055","Low variant","46397.02"
"South Africa","2055","Medium variant","56979.055"
"South Africa","2050","Constant-fertility scenario","67044.621"
"South Africa","2050","High variant","66735.644"
"South Africa","2050","Low variant","47739.628"
"South Africa","2050","Medium variant","56757.058"
"South Africa","2045","Constant-fertility scenario","64406.347"
"South Africa","2045","High variant","64467.288"
"South Africa","2045","Low variant","48974.502"
"South Africa","2045","Medium variant","56451.639"
"South Africa","2040","Constant-fertility scenario","61976.561"
"South Africa","2040","High variant","62302.8"
"South Africa","2040","Low variant","50012.206"
"South Africa","2040","Medium variant","56040.215"
"South Africa","2035","Constant-fertility scenario","59724.501"
"South Africa","2035","High variant","60258.467"
"South Africa","2035","Low variant","50753.143"
"South Africa","2035","Medium variant","55472.112"
"South Africa","2030","Constant-fertility scenario","57594.043"
"South Africa","2030","High variant","58263.739"
"South Africa","2030","Low variant","51168.386"
"South Africa","2030","Medium variant","54711.498"
"South Africa","2025","Constant-fertility scenario","55532.493"
"South Africa","2025","High variant","56191.145"
"South Africa","2025","Low variant","51310.652"
"South Africa","2025","Medium variant","53750.897"
"South Africa","2020","Constant-fertility scenario","53497.317"
"South Africa","2020","High variant","53937.359"
"South Africa","2020","Low variant","51209.157"
"South Africa","2020","Medium variant","52573.259"
"South Africa","2015","Constant-fertility scenario","51751.358"
"South Africa","2015","High variant","51949.146"
"South Africa","2015","Low variant","50912.282"
"South Africa","2015","Medium variant","51430.715"
"South Africa","2010","Constant-fertility scenario","50132.817"
"South Africa","2010","High variant","50132.817"
"South Africa","2010","Low variant","50132.817"
"South Africa","2010","Medium variant","50132.817"
"South Africa","2005","Medium variant","47792.787"
"South Africa","2000","Medium variant","44760.38"
"South Africa","1995","Medium variant","41402.4"
"South Africa","1990","Medium variant","36793.907"
"South Africa","1985","Medium variant","32983.394"
"South Africa","1980","Medium variant","29077.186"
"South Africa","1975","Medium variant","25698.624"
"South Africa","1970","Medium variant","22502.306"
"South Africa","1965","Medium variant","19813.932"
"South Africa","1960","Medium variant","17396.477"
"South Africa","1955","Medium variant","15384.665"
"South Africa","1950","Medium variant","13683.162"
"South America","2100","Constant-fertility scenario","685505.302"
"South America","2100","High variant","732342.266"
"South America","2100","Low variant","240851.917"
"South America","2100","Medium variant","433358.684"
"South America","2095","Constant-fertility scenario","668491.633"
"South America","2095","High variant","711957.379"
"South America","2095","Low variant","260034.675"
"South America","2095","Medium variant","440904.605"
"South America","2090","Constant-fertility scenario","652771.424"
"South America","2090","High variant","692933.67"
"South America","2090","Low variant","280224.782"
"South America","2090","Medium variant","448808.203"
"South America","2085","Constant-fertility scenario","638146.846"
"South America","2085","High variant","675102.282"
"South America","2085","Low variant","300886.573"
"South America","2085","Medium variant","456758.179"
"South America","2080","Constant-fertility scenario","624487.52"
"South America","2080","High variant","658354.169"
"South America","2080","Low variant","321588.043"
"South America","2080","Medium variant","464529.074"
"South America","2075","Constant-fertility scenario","611576.962"
"South America","2075","High variant","642501.456"
"South America","2075","Low variant","341863.856"
"South America","2075","Medium variant","471834.609"
"South America","2070","Constant-fertility scenario","599038.493"
"South America","2070","High variant","627177.2"
"South America","2070","Low variant","361130.696"
"South America","2070","Medium variant","478230.962"
"South America","2065","Constant-fertility scenario","586473.271"
"South America","2065","High variant","612027.749"
"South America","2065","Low variant","378866.049"
"South America","2065","Medium variant","483302.033"
"South America","2060","Constant-fertility scenario","573615.245"
"South America","2060","High variant","596774.182"
"South America","2060","Low variant","394751.68"
"South America","2060","Medium variant","486780.714"
"South America","2055","Constant-fertility scenario","560234.802"
"South America","2055","High variant","581099.973"
"South America","2055","Low variant","408541.87"
"South America","2055","Medium variant","488442.737"
"South America","2050","Constant-fertility scenario","546127.993"
"South America","2050","High variant","564683.934"
"South America","2050","Low variant","419973.433"
"South America","2050","Medium variant","488073.007"
"South America","2045","Constant-fertility scenario","531237.096"
"South America","2045","High variant","547398.254"
"South America","2045","Low variant","428788.979"
"South America","2045","Medium variant","485536.932"
"South America","2040","Constant-fertility scenario","515127.367"
"South America","2040","High variant","528956.776"
"South America","2040","Low variant","434256.559"
"South America","2040","Medium variant","480325.47"
"South America","2035","Constant-fertility scenario","497764.741"
"South America","2035","High variant","509532.624"
"South America","2035","Low variant","436064.475"
"South America","2035","Medium variant","472330.857"
"South America","2030","Constant-fertility scenario","479051.163"
"South America","2030","High variant","488996.142"
"South America","2030","Low variant","434177.649"
"South America","2030","Medium variant","461496.331"
"South America","2025","Constant-fertility scenario","458844.168"
"South America","2025","High variant","466731.576"
"South America","2025","Low variant","428928.795"
"South America","2025","Medium variant","447830.184"
"South America","2020","Constant-fertility scenario","437234.015"
"South America","2020","High variant","442088.53"
"South America","2020","Low variant","420854.356"
"South America","2020","Medium variant","431471.445"
"South America","2015","Constant-fertility scenario","414893.288"
"South America","2015","High variant","416941.974"
"South America","2015","Low variant","408876.945"
"South America","2015","Medium variant","412909.456"
"South America","2010","Constant-fertility scenario","392554.963"
"South America","2010","High variant","392554.963"
"South America","2010","Low variant","392554.963"
"South America","2010","Medium variant","392554.963"
"South America","2005","Medium variant","371477.195"
"South America","2000","Medium variant","347432.96"
"South America","1995","Medium variant","321607.598"
"South America","1990","Medium variant","295577.387"
"South America","1985","Medium variant","268405.384"
"South America","1980","Medium variant","240851.903"
"South America","1975","Medium variant","214979.98"
"South America","1970","Medium variant","191461.153"
"South America","1965","Medium variant","169214.853"
"South America","1960","Medium variant","147654.822"
"South America","1955","Medium variant","128973.501"
"South America","1950","Medium variant","112394.799"
"South-Central Asia","2100","Constant-fertility scenario","5871863.324"
"South-Central Asia","2100","High variant","3772645.018"
"South-Central Asia","2100","Low variant","1304768.795"
"South-Central Asia","2100","Medium variant","2288980.658"
"South-Central Asia","2095","Constant-fertility scenario","5435616.324"
"South-Central Asia","2095","High variant","3684741.425"
"South-Central Asia","2095","Low variant","1404487.355"
"South-Central Asia","2095","Medium variant","2333501.762"
"South-Central Asia","2090","Constant-fertility scenario","5048001.458"
"South-Central Asia","2090","High variant","3598415.608"
"South-Central Asia","2090","Low variant","1507814.416"
"South-Central Asia","2090","Medium variant","2376690.988"
"South-Central Asia","2085","Constant-fertility scenario","4702795.261"
"South-Central Asia","2085","High variant","3513196.307"
"South-Central Asia","2085","Low variant","1612300.201"
"South-Central Asia","2085","Medium variant","2417248.424"
"South-Central Asia","2080","Constant-fertility scenario","4394497.478"
"South-Central Asia","2080","High variant","3428122.453"
"South-Central Asia","2080","Low variant","1715333.798"
"South-Central Asia","2080","Medium variant","2453718.117"
"South-Central Asia","2075","Constant-fertility scenario","4117720.711"
"South-Central Asia","2075","High variant","3341895.67"
"South-Central Asia","2075","Low variant","1813840.911"
"South-Central Asia","2075","Medium variant","2484193.738"
"South-Central Asia","2070","Constant-fertility scenario","3867177.812"
"South-Central Asia","2070","High variant","3253478.193"
"South-Central Asia","2070","Low variant","1904377.927"
"South-Central Asia","2070","Medium variant","2506458.267"
"South-Central Asia","2065","Constant-fertility scenario","3638239.298"
"South-Central Asia","2065","High variant","3162225.083"
"South-Central Asia","2065","Low variant","1983789.819"
"South-Central Asia","2065","Medium variant","2518452.83"
"South-Central Asia","2060","Constant-fertility scenario","3426677.93"
"South-Central Asia","2060","High variant","3066754.362"
"South-Central Asia","2060","Low variant","2049458.655"
"South-Central Asia","2060","Medium variant","2518193.357"
"South-Central Asia","2055","Constant-fertility scenario","3228655.941"
"South-Central Asia","2055","High variant","2964792.273"
"South-Central Asia","2055","Low variant","2099962.229"
"South-Central Asia","2055","Medium variant","2504284.439"
"South-Central Asia","2050","Constant-fertility scenario","3040676.219"
"South-Central Asia","2050","High variant","2853880.891"
"South-Central Asia","2050","Low variant","2134341.388"
"South-Central Asia","2050","Medium variant","2475683.962"
"South-Central Asia","2045","Constant-fertility scenario","2860419.85"
"South-Central Asia","2045","High variant","2733841.733"
"South-Central Asia","2045","Low variant","2151419.904"
"South-Central Asia","2045","Medium variant","2432036.024"
"South-Central Asia","2040","Constant-fertility scenario","2687424.041"
"South-Central Asia","2040","High variant","2607365.123"
"South-Central Asia","2040","Low variant","2149334.238"
"South-Central Asia","2040","Medium variant","2373482.687"
"South-Central Asia","2035","Constant-fertility scenario","2522369.909"
"South-Central Asia","2035","High variant","2477846.668"
"South-Central Asia","2035","Low variant","2127312.073"
"South-Central Asia","2035","Medium variant","2301054.476"
"South-Central Asia","2030","Constant-fertility scenario","2364533.81"
"South-Central Asia","2030","High variant","2345672.35"
"South-Central Asia","2030","Low variant","2086577.98"
"South-Central Asia","2030","Medium variant","2215896.981"
"South-Central Asia","2025","Constant-fertility scenario","2210383.862"
"South-Central Asia","2025","High variant","2207123.94"
"South-Central Asia","2025","Low variant","2030002.138"
"South-Central Asia","2025","Medium variant","2118563.043"
"South-Central Asia","2020","Constant-fertility scenario","2057172.95"
"South-Central Asia","2020","High variant","2058604.208"
"South-Central Asia","2020","Low variant","1960420.508"
"South-Central Asia","2020","Medium variant","2009512.357"
"South-Central Asia","2015","Constant-fertility scenario","1906997.984"
"South-Central Asia","2015","High variant","1908934.219"
"South-Central Asia","2015","Low variant","1872230.424"
"South-Central Asia","2015","Medium variant","1890582.324"
"South-Central Asia","2010","Constant-fertility scenario","1764872.276"
"South-Central Asia","2010","High variant","1764872.276"
"South-Central Asia","2010","Low variant","1764872.276"
"South-Central Asia","2010","Medium variant","1764872.276"
"South-Central Asia","2005","Medium variant","1642064.666"
"South-Central Asia","2000","Medium variant","1515562.763"
"South-Central Asia","1995","Medium variant","1382859.239"
"South-Central Asia","1990","Medium variant","1246395.886"
"South-Central Asia","1985","Medium variant","1110954.905"
"South-Central Asia","1980","Medium variant","985965.385"
"South-Central Asia","1975","Medium variant","872521.303"
"South-Central Asia","1970","Medium variant","778832.207"
"South-Central Asia","1965","Medium variant","693349.3"
"South-Central Asia","1960","Medium variant","620016.365"
"South-Central Asia","1955","Medium variant","557678.352"
"South-Central Asia","1950","Medium variant","507072.432"
"South-Eastern Asia","2100","Constant-fertility scenario","1220242.306"
"South-Eastern Asia","2100","High variant","1141695.747"
"South-Eastern Asia","2100","Low variant","400627.903"
"South-Eastern Asia","2100","Medium variant","701323.007"
"South-Eastern Asia","2095","Constant-fertility scenario","1170288.6"
"South-Eastern Asia","2095","High variant","1110763.89"
"South-Eastern Asia","2095","Low variant","427917.218"
"South-Eastern Asia","2095","Medium variant","710297.032"
